rh.aparc.a2009s.volume,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume
211821,2017,1613,2643,2575,2689,6896,3984,3665,1332,409,2847,3691,1122,2741,10404,18712,1601,2502,4907,3100,6065,3740,3619,6926,6719,6996,4406,3488,6306,4681,1938,960,796,6012,2174,1836,7560,10094,595,492,2439,4777,6406,2548,3616,2673,1264,2190,2143,1647,913,3766,4754,5415,1667,5574,836,2790,1029,1956,3367,819,1681,2774,3520,1969,3088,2479,2028,565,1695,2585,14068,445
211922,2408,2113,1782,2630,2377,6397,3444,2345,1058,652,3669,3428,1004,3328,9179,19117,901,1979,4952,3007,4815,5837,3758,6252,8315,6155,4317,3872,6326,6082,1595,624,876,5647,1231,1729,8440,9513,958,403,1871,4090,5491,3401,3439,1571,1027,2367,1687,2103,871,4346,4391,4158,627,4538,1871,2241,817,1712,3036,859,968,2563,3750,1850,3179,2296,2372,80,2452,2547,11238,506
212015,2588,3323,2672,3380,3275,6667,3500,3403,1913,504,3164,4179,1256,3355,11342,20816,1575,1921,7222,3000,5217,5712,4143,7320,9753,7322,5285,4628,7460,7261,1499,503,1041,6809,1748,1741,8637,9163,975,661,1970,4768,6050,4301,4074,2344,1104,2235,2297,2530,801,4187,5392,6039,1315,5150,2015,2533,1266,2093,3765,928,1353,2874,3659,2005,5432,2379,2971,1044,2429,2678,12607,550
212116,2151,2293,2887,2526,2118,5790,3412,3030,1627,730,2988,3079,967,2979,9232,16585,1376,1411,6124,3488,6498,4864,3917,5622,6934,5913,4302,3572,6221,6482,1759,662,765,6101,1753,1185,7046,8207,856,205,1976,4846,5514,3361,4439,2297,1023,2264,2199,1418,585,3720,2657,4170,972,4657,1148,2451,755,2032,3360,561,1316,2501,2818,1701,2837,2814,1817,363,1705,1816,10506,534
212217,1798,2110,2247,2861,1884,5686,3149,3045,1489,542,2720,2965,855,3091,10874,17702,1473,1298,4492,3223,5338,5000,2826,6185,6037,6920,5115,4831,6034,6000,1831,395,884,5787,1892,1124,6623,9619,708,472,1941,3239,4611,2420,4002,2095,958,1808,1867,1645,545,3221,3113,4091,913,5209,1412,1390,1759,2110,3615,659,1678,3324,3449,1408,3653,2783,1841,479,2107,1472,12611,419
212318,1994,1062,1948,2688,2330,6325,3218,2787,1354,406,2520,3097,826,1963,8744,17514,1483,1744,4396,2857,4916,3871,3981,6619,7266,5481,4262,3521,6117,5989,1767,792,731,4789,1788,1586,7644,7584,560,605,1904,4523,5804,2341,4085,1816,1209,1911,2183,2250,274,3647,3723,4614,761,4511,1430,1973,1048,1997,2021,601,1516,2802,2310,1428,3719,2600,1823,669,2422,2311,10841,516
212419,1898,3150,3206,2485,2074,5771,4296,3753,1167,430,4058,2807,905,3264,8166,15416,1191,1977,5667,2955,4024,5178,4536,7220,6224,5595,4415,5325,7489,5124,1595,472,754,4735,1952,1336,7724,8951,515,328,2082,5683,5149,3563,5385,2188,991,1884,2107,1633,751,3340,5003,4700,653,4129,1731,2243,1635,1445,2977,791,1173,2806,3800,1677,3275,2138,2805,761,1159,2332,10935,382
212823,2227,2927,2213,3329,2717,7404,3398,3271,1614,915,3867,4042,1360,1796,12612,19721,1339,2477,5751,3648,4044,5739,4652,7213,8178,6646,4355,4275,8140,5015,1599,209,1025,5545,1832,1348,7915,9821,421,231,1957,4011,5888,4507,4680,2197,1338,2517,2302,2088,800,3132,4262,5939,530,4235,1283,3253,1528,1579,3053,1191,1170,2793,2858,1632,4017,3296,3483,566,1444,2471,11283,526
213017,2347,2236,1918,2390,2330,5673,3270,3506,2005,539,3566,3379,742,2762,13652,16961,1531,2046,6650,3739,4930,5777,4344,7579,6317,7854,4635,3348,6683,6381,1537,527,794,5780,1825,1748,7163,9406,710,416,2173,3878,5699,2998,3861,1908,1144,2245,2436,1856,748,3723,4077,4727,856,5126,1336,2962,1037,1827,3240,906,1363,3250,3268,1670,4437,2546,2805,535,1988,2388,12511,355
213421,2248,3695,2304,3254,2323,6465,4073,2782,1315,704,4248,3575,1033,2382,10762,16416,1320,1831,5753,3718,3029,5791,4762,7332,7494,7746,4931,5221,6834,7963,1704,430,1006,5450,1673,2009,6581,9415,838,234,2331,5120,5505,4221,4194,1872,1297,2457,2030,1879,1045,4344,4096,4290,1013,3821,2379,2758,1296,1255,3345,930,1355,3010,4439,1448,4458,2928,2912,853,3090,2408,10684,512
213522,1957,2284,2558,3783,2490,6299,3256,3417,1708,781,4487,3186,1319,3133,9368,18477,1233,2526,7226,4141,6137,4471,2624,6888,6631,6062,4643,3692,7020,5530,1684,546,1144,6215,2009,1494,8207,10075,624,230,2055,4940,5318,3340,4720,2910,1423,2453,2104,1645,906,4344,4100,4871,1131,5354,2112,3028,1132,2002,3286,679,1672,2528,3986,1630,2941,3150,2126,443,2717,2917,12543,568
214019,1969,3128,2603,3837,2417,6445,3148,3148,1665,687,2834,3390,515,1626,8443,15289,1345,1993,4196,2939,4672,4495,5743,6209,7166,5180,4073,3641,6381,5121,1662,222,726,4860,1458,1118,7826,7212,512,267,1665,4553,4787,2904,4087,2204,814,2115,2112,2007,969,3358,2819,5124,325,4774,1671,1751,847,2094,2848,651,1046,2814,2827,1438,3279,3275,1816,397,1468,2020,10758,429
214221,2334,2520,1778,2937,2670,5333,3132,2673,1282,392,2939,3183,774,2264,11081,15204,863,1114,4309,2886,3769,4875,3440,5364,6801,6236,4142,3910,6394,6180,1781,168,572,4929,1516,1581,5730,7710,538,271,2057,4794,4911,3429,3969,1638,794,1539,1983,1965,735,3307,4206,5436,932,5270,1448,1848,977,1644,2848,810,1191,2284,2664,1543,4203,2272,2282,1262,2486,2052,10229,454
214423,2106,2556,2409,3433,3253,8362,4597,3869,1866,885,4918,4101,815,3168,15218,22627,1603,2237,5582,4078,6271,7959,4927,8040,8900,7310,6091,4776,7926,8446,2304,511,1167,7214,2457,2202,9496,12126,738,307,2065,5872,5362,5580,5580,2783,1018,2166,2511,2680,631,4355,4698,5635,841,6095,2151,3870,985,2147,3878,585,1794,4106,4766,2227,4494,2838,2851,779,2487,3396,14817,610
214524,2511,3348,2876,3780,2660,7071,4460,3563,1565,662,3770,3373,1260,2582,10082,20442,1144,1741,5694,4536,6273,6335,4216,8680,9084,6615,6015,3490,8279,6988,1646,757,849,5415,1885,2268,7626,11428,567,385,2411,5320,6776,3115,4577,2961,1216,2462,2175,2030,752,4440,3948,4696,592,5928,1941,1968,1344,1785,3660,1338,1353,3647,3744,2019,4242,2985,3485,514,1802,2436,10765,416
214625,2355,2780,2016,2482,1855,6458,3058,2964,1489,704,3586,3439,922,3263,11752,18754,1200,2481,4893,2733,5990,5208,3093,7602,7376,6348,4801,3255,6025,7259,1805,1008,792,5566,1561,1948,6905,9754,788,574,2059,5741,5685,3049,3690,2033,970,2373,2412,1637,825,3631,3688,5060,817,4433,1573,2323,863,1596,3449,593,1450,2941,3328,1762,3184,2982,2307,497,2816,2118,12112,442
214726,2542,3179,2639,3396,2948,6466,3472,2925,1751,933,3825,4585,1080,2628,10822,17190,1266,2307,5461,3502,5044,6004,4682,7590,8508,6409,4873,4007,6108,6645,1676,548,916,6147,1839,1999,7316,10673,628,297,2181,6083,6229,5304,4654,1862,1151,2318,2362,1761,1157,3991,3895,3797,680,5224,1308,3331,1064,1394,3201,729,1221,3393,3168,1452,3316,4489,1644,829,2662,1803,14083,471
217126,1838,2654,2047,2399,2416,6691,3408,3242,1330,739,3209,3319,818,2740,10317,17501,1070,2106,3982,2977,4821,5207,4071,6489,7826,5173,3546,3320,6800,4296,1351,725,724,5353,1867,1465,5421,8309,685,386,1883,5612,5318,4568,4053,1998,1076,1926,2188,1640,1043,3667,2480,4408,739,4653,1214,1983,1504,1183,3068,1002,1434,3235,3824,1256,2858,2634,2141,430,1564,1918,11017,450
217429,1853,3442,2422,2621,2676,5253,2696,2644,1417,554,3057,3075,980,2134,9590,16404,1049,1788,4215,3605,3713,4499,4071,6418,6947,5736,4462,3530,6841,4732,1570,864,756,5308,1665,1518,6152,8646,448,256,2021,4458,4907,3259,4160,2220,1036,1795,2149,1866,739,3260,2804,4304,501,4703,1457,2328,959,1481,2803,940,1263,2383,3393,1411,3152,3498,2413,635,2056,2247,9979,559
219231,2689,4046,2911,4921,3525,8179,4324,3975,2153,735,3339,5042,1272,3746,11760,21709,1804,3050,6968,3685,6242,6299,4426,7989,11629,8834,5631,4458,8035,8545,2385,1006,1257,7734,2640,2141,9702,11809,841,441,2280,6902,6455,5190,5063,2274,1212,2386,2689,2583,899,5581,4281,6848,893,7261,2216,2392,1587,2025,4372,1026,1908,3340,4390,2472,4600,4205,3021,642,3587,3244,14126,531
220721,2345,2928,2975,2885,2284,6412,4085,4119,1329,551,4015,4012,1025,3518,9345,15003,1525,2302,5284,3456,6551,5389,3528,7126,9158,7754,5247,3942,5781,5380,1902,785,962,5859,2164,1517,6710,8988,754,833,2133,4626,5378,4170,3946,2720,1247,2736,2561,1418,949,5054,4516,4150,1172,5604,1403,2419,1794,1702,4738,971,982,2759,3700,1709,4188,4020,1613,863,1306,2159,12207,612
221218,2494,2844,1794,2774,1972,5385,2652,2578,1335,431,3382,3414,838,3016,11657,20038,954,1447,4832,2158,3660,5298,4124,5809,6472,5173,4730,3993,5185,4710,1804,526,644,5698,938,1615,6729,8141,883,365,1929,3966,5167,2881,3292,2210,855,1570,1982,2097,941,3746,3010,5117,708,4159,1544,1748,1071,1244,2607,417,1425,2333,3485,1092,2758,3053,1866,533,1566,2186,9933,562
221319,2557,1996,2451,2843,3024,6847,2857,3446,1227,438,1704,3433,1069,3237,11645,16496,1088,1376,3664,2201,4252,5328,3781,6078,5888,5122,3622,4605,5091,6216,1660,881,734,5556,1447,1183,5459,8258,804,295,2249,3578,5116,2320,3495,2743,1016,1761,2177,1424,723,4822,3749,5810,742,3723,814,2276,1301,1232,2584,1095,1312,2530,1904,1506,3205,3820,2552,567,3293,2412,9005,596
223929,2722,4509,2759,3478,2934,9828,5254,4215,2271,919,3940,4392,836,2620,16876,24464,1541,2373,7205,3227,7190,7516,6123,8675,9749,9514,7500,5702,8900,7828,2400,801,1730,6348,2262,2277,8980,13005,614,518,2271,6846,6633,5309,5685,2100,1075,2328,3051,3231,1374,5356,4667,8022,780,6410,2426,2589,1786,1785,4741,1257,2040,3789,4390,1831,6941,4287,2672,692,3446,3117,16865,681
224022,1941,2439,2093,2388,2507,4807,3005,2454,1413,466,2204,2486,1008,2292,6342,13429,1368,1663,4469,2353,3694,3900,2851,5543,5452,5156,3491,2436,4455,4696,1558,584,757,4983,1320,1277,5232,7412,712,401,1851,3799,4303,2463,3020,1806,964,2005,1967,1549,504,2614,4060,4405,743,3449,997,1323,1436,1007,2739,819,1514,2033,2841,1687,3020,2084,1471,374,2081,1758,10998,341
227432,1342,2039,2270,2767,1756,6875,3176,2825,1167,583,3466,3339,871,2598,9380,15929,1407,1994,5476,2519,5177,4300,4229,6589,7229,8001,3857,4589,6768,6503,1975,622,787,7013,1950,2036,8822,9482,735,440,2101,4242,5567,3108,4366,1743,1057,2450,2105,2367,782,3405,3676,4729,1539,3853,1307,1208,1705,1693,3112,420,1426,2322,2975,1388,4771,2778,1579,656,2170,2242,10731,452
227533,1712,2424,2111,3026,2019,5744,3434,2906,1509,689,3588,2725,947,2664,9472,16106,1197,1849,4608,2765,5650,3631,3243,6097,5324,6543,4181,3646,5612,5638,1443,221,1122,5001,2569,1333,6929,8838,640,321,2095,3585,4643,3513,3928,1757,779,1954,1979,1662,482,2588,2895,4980,495,5942,1008,2501,852,1655,3320,626,1013,2831,3878,2226,3750,2707,2200,671,1433,2420,11129,495
228434,2562,2209,2589,2680,1948,4868,2848,2772,1157,506,2965,4600,952,2179,10387,16862,1316,1671,4416,3264,4186,4542,2967,7296,7050,6228,4626,3860,6847,6049,1634,339,877,5628,1634,1233,6290,8525,514,203,1704,4396,5458,3252,3669,2058,891,1850,2362,1872,1063,3794,2918,4596,971,3838,1046,2366,1029,1565,2859,584,1639,3358,2929,1851,3080,2602,2269,644,2445,1585,8902,375
231928,1487,1748,1750,2709,1944,5529,3372,2767,1400,823,2780,3028,782,2148,8113,17122,1118,1517,3363,2107,4225,5404,3015,5325,6094,5762,3582,4257,5004,6470,1721,497,723,5850,1596,1532,5638,7455,658,217,1830,4813,5630,3997,4635,1813,1000,2128,1851,2159,888,3137,3607,3600,413,4540,1395,1250,718,1305,3158,681,991,2387,3306,1953,3259,2602,1699,948,2216,1184,10361,540
233326,2405,3015,3416,3857,3424,6808,3913,3960,2118,569,4094,3326,1513,2952,13760,21634,1629,2732,4419,3704,6058,4780,4462,8189,6973,8007,6066,4903,7975,7381,2002,750,1095,6540,1589,1536,8906,9558,822,345,2269,5061,5636,4401,5160,2672,1492,2772,2307,1972,873,5017,3914,5574,853,4833,2201,2791,1809,2356,3897,920,1585,2931,3987,2272,4386,3067,2297,848,2885,2014,11568,461
236130,2301,2993,2455,3359,2319,6883,3166,3285,1609,620,3271,3870,665,2901,11063,16181,1483,1832,5545,3694,5559,5064,4207,7108,7698,5999,5324,4480,7252,5162,2002,589,878,5057,1955,1773,8137,10002,757,351,2231,4843,6398,4013,4789,2365,814,1964,1954,1975,616,3391,4342,4285,933,4585,1823,2531,1241,1499,3507,956,1239,2824,3770,1595,3712,3287,2633,699,2009,1933,10558,395
237334,1771,3321,1899,2958,2274,5618,2781,2955,1297,672,3249,2791,737,2653,8848,13525,1065,1830,4552,3576,3768,4530,3577,7403,7512,5715,4961,3607,5533,6268,1928,379,867,4266,1350,1678,6588,8819,653,359,2104,5141,5526,3145,3403,1545,1107,2127,2196,1537,690,3179,4276,3696,497,5510,1501,2892,1371,1309,3220,501,1468,2562,2868,1661,3781,2284,1889,776,2434,2033,8858,395
238033,2395,3303,2617,3608,2992,6446,3585,3418,1993,659,3661,3522,1045,2606,10515,17865,1225,2253,6081,3104,5185,6257,3549,7447,8887,10087,5375,3881,6281,7381,1982,624,1247,5317,2231,2070,10528,11210,870,352,2917,4976,7713,3573,3771,1948,1188,2003,2294,2797,771,4422,5796,4130,870,4923,1464,2377,1184,2036,4099,1208,1422,3079,5228,1802,4469,2438,2437,707,2546,2896,12324,458
239136,2705,3140,2285,3378,3182,7167,3929,3080,1645,805,3264,5242,1498,3939,9926,17426,1480,2372,5112,2315,5563,5135,6314,8627,9875,6413,5704,4267,7594,7562,2187,619,764,5716,1626,1785,7434,8589,657,462,2313,5744,5072,3160,4753,1811,1225,2250,2257,2080,951,4729,4034,5153,607,5812,1687,2888,939,1612,3535,746,1553,3508,3323,2144,3625,4104,2226,714,2337,2114,11109,515
239944,1893,2900,2116,2650,2410,6540,3155,3013,1772,611,2809,2733,870,2816,9236,18439,1323,2000,5097,4096,5360,4678,4578,6979,5510,7473,5212,3429,6840,6163,1243,506,941,5188,1800,1642,7114,8299,697,564,2452,5055,5482,2983,3816,2379,1311,2252,2132,2521,625,3249,3306,5111,705,5712,1482,2222,1755,2504,2921,1056,1100,2885,3019,1781,4106,2709,2761,298,2518,1637,10182,442
245333,1517,2470,2665,2979,2186,5522,3155,2854,1472,554,3232,3643,785,3021,9474,15876,1207,1895,3470,3130,5748,4605,3100,6157,7375,5484,5132,3370,6085,4855,1576,329,976,5849,1216,1505,7029,9288,552,386,1924,5054,5814,3857,3731,2131,841,2177,2048,1695,524,3028,2750,4296,929,3970,1427,1502,1143,2327,4007,556,1111,2360,2886,1238,3466,2828,1337,407,1750,1945,11656,462
246133,1763,2055,2366,2687,2263,5327,3602,3008,1236,490,3183,3944,799,3012,9594,15863,803,1224,4477,2524,4988,3545,3416,5459,6781,5299,3842,3650,5834,5052,1600,644,823,6112,1498,1575,6169,8053,685,313,1978,3738,5242,3069,3935,1623,874,1970,1776,1628,683,5412,3306,4988,804,4727,616,2275,1390,1891,2838,1152,1173,2165,3515,1520,2730,3318,2153,347,2167,1495,9977,592
248238,1598,2873,1884,2533,1445,4730,2486,2537,1546,707,3339,3203,913,1851,9406,13149,765,1631,5155,3274,4040,4683,2500,6146,6297,5140,4000,3602,5532,5766,1462,477,927,3916,1534,1626,4302,7307,587,390,2171,4517,5107,2853,3748,1988,677,1693,2262,1501,851,2994,3720,4893,371,3934,1985,2150,1367,1367,3013,579,1115,2567,2761,1375,3064,2059,2223,444,2210,1585,9751,525
248339,2534,2621,1286,3333,2789,7620,3401,2930,1995,673,3420,3520,884,3210,10654,17669,1328,1788,5618,2975,5613,6323,3821,6975,7549,5896,3785,3988,6987,5989,1784,570,926,4598,1624,1627,6763,9159,601,212,2115,4638,5076,4752,5088,1761,972,2061,2279,1622,936,3779,3287,5409,1055,4457,1475,2750,1235,1549,3311,1036,1455,3052,3625,1361,3473,2756,2997,703,2221,2378,10441,311
249947,1621,2730,1971,3613,1654,5641,3193,2345,953,470,3198,3052,649,1748,9162,15312,910,1064,4586,3466,3816,4782,3953,6074,6371,5240,4774,3608,5996,4902,1474,501,751,5148,1872,1756,5655,10373,454,229,2382,3845,4956,2831,4024,1701,923,1755,1926,1960,678,3332,4333,3971,810,4823,948,2226,1208,988,3435,1054,1103,2508,3157,1426,3529,2244,2276,195,2199,1925,10397,505
250427,2201,2685,2533,2974,1823,6088,2566,2408,1038,628,2750,3399,891,1794,9212,14936,1664,2190,3439,3090,4849,5271,3188,6270,6856,6910,5279,3745,6182,5177,1777,735,852,5793,1415,1615,5433,9637,508,421,1919,4134,6313,3311,3729,1922,1120,2067,1965,1443,1221,3196,2462,4845,285,4926,968,2344,1003,1478,3591,533,1580,2402,2810,1257,2921,2641,1638,855,1489,1767,10833,478
250932,2073,2633,1719,3017,2601,5009,2813,2426,1172,547,3349,2831,916,2535,10663,17116,1164,1851,4833,3177,5002,3946,4178,6891,4733,7260,4386,3454,6168,6012,1648,464,1123,6256,1769,1823,6746,9194,618,293,2435,4396,5502,2716,3824,1900,1085,2074,2045,2334,848,2685,3086,4930,578,5047,1690,1739,2137,1850,2948,486,1380,2846,2715,1255,3610,2811,1830,538,2786,1111,9709,736
251833,2485,3428,3811,3148,3510,7564,3951,3222,1552,870,3618,4254,1055,3161,11002,17946,2041,2067,6479,4394,6710,5044,5000,7495,7284,7478,5882,5051,8693,7448,2126,914,1288,5543,2326,2010,9009,10880,741,567,2068,5622,6107,3559,5250,2265,978,2856,2289,2353,505,3585,6509,7265,505,6071,1469,3221,2481,2119,4111,642,1639,2966,3686,2636,5158,2919,3721,1627,2385,3322,10328,499
255639,1832,2046,2414,2579,2448,5378,3156,2303,1479,505,2378,3032,1080,1761,8453,16945,1149,1930,4002,2204,5294,4224,3253,6491,7523,5183,3715,3416,6106,4360,1552,173,1120,5330,1851,1626,5616,8251,721,405,2037,3100,4346,2574,4432,2131,959,2031,1981,1879,965,2907,4423,4834,212,4365,861,2327,1161,1767,2525,976,1108,2727,2598,1309,2365,2128,2270,908,1231,1653,9767,480
255740,1732,2472,2141,2667,2055,5899,3197,2806,1010,611,3014,3202,776,2065,9217,16290,1100,1504,3531,2392,4574,4478,3917,6687,6564,5035,4431,4376,5708,4394,1422,310,726,5077,1632,1291,7790,8366,496,311,1944,3853,5597,3189,4587,2178,734,1612,1913,1841,596,3599,2928,4072,347,4095,1551,1618,1086,1408,3295,877,1130,2618,2909,1139,3261,2884,1531,505,2142,1971,9877,424
256540,1994,2510,2277,2739,2112,5045,3064,2538,1491,745,3070,2806,1112,2981,9479,17116,1107,1290,5759,3035,3653,3961,4159,6327,5575,6125,4103,3254,5958,5074,1819,332,945,4386,1215,2182,6162,7950,821,516,2473,4394,5344,3388,3444,2394,1194,2098,2223,1678,506,3758,3640,4537,474,4692,2348,2360,1445,1042,2661,1145,1421,2128,3123,1241,2520,2437,2148,687,1882,2006,10255,375
257542,2185,2570,2320,3148,2595,6365,3088,3567,1750,497,4412,3210,898,2454,11780,17972,1263,2387,5617,4028,4874,5963,4436,6987,9087,5675,3737,4362,6136,5834,1825,601,820,6107,2172,1527,7948,9942,763,386,2082,5194,5276,5204,4369,2171,973,2127,2221,1847,1118,3677,3758,4943,282,5591,1616,3271,998,1821,3782,610,1383,2491,3633,1515,3493,2993,2236,634,1390,2374,11069,461
257845,2208,4530,1866,3203,2468,7017,3641,2681,1891,431,3321,3834,898,2408,12231,17139,912,2601,5769,3017,5183,3970,4409,7336,7105,7080,4041,3591,6777,5201,2246,482,1005,5426,1900,1764,6851,9536,704,379,2106,5045,5476,3257,4455,2120,1017,2541,2433,1434,903,3834,4507,4837,1022,4286,1451,2320,1184,1929,4298,617,1425,2827,2788,1686,3706,3010,2645,606,1859,1892,12390,387
257946,1806,2819,1795,2450,2153,7195,4229,2935,1485,723,3224,3901,670,2674,10975,16784,1224,1825,5411,2587,4225,5289,3566,5920,6705,8879,5265,3971,6354,7079,1844,376,774,4695,1970,1281,6259,9676,715,381,1887,4108,5882,3445,4128,2105,1034,1649,2187,2000,879,3566,3781,4624,1098,6182,1687,2430,1257,1074,3050,620,1433,3117,3350,1265,4009,2846,2619,741,2021,2704,10479,780
263436,2380,2683,1946,2573,3118,6100,3731,3145,1646,865,2933,4056,735,2928,9861,19206,1159,1698,5574,2867,4489,4590,3655,6981,7687,5330,5984,3662,6778,5454,1707,761,787,4403,1938,2012,7739,10675,666,485,2301,3330,5535,2882,4325,2223,851,1901,2349,1397,702,3753,4156,5574,1043,5560,1131,2561,1473,1337,3546,607,1350,3269,3052,1726,3257,2644,2321,635,2644,2894,11062,431
268749,2512,3473,2767,4057,3017,8132,4133,3688,1431,614,4366,3780,1227,2747,12086,21364,1728,3066,5435,4733,6575,5470,5424,7774,11855,7123,5523,5115,8392,5704,2140,990,753,5792,2574,1494,7465,8780,766,403,2410,5518,6046,3906,4902,2115,1503,2100,3160,2145,829,3618,4046,5935,1519,7329,1096,3217,1702,1717,4029,1069,1397,3442,4385,1608,3796,3533,2699,450,2434,2016,12238,624
268850,1859,2840,2757,2771,2578,6577,3821,3167,1492,694,3519,4851,842,2984,9631,17592,780,1722,5873,3507,4780,4881,4191,6897,6526,8158,4990,4745,5772,6861,1555,373,964,6171,1841,1684,6356,9091,597,249,2218,4397,5919,4394,3552,2485,1107,2143,2151,2030,672,4097,2732,4672,492,4603,1807,2100,1422,1363,2936,956,1418,2972,3322,1762,4152,2996,1898,867,1578,2895,11660,942
270332,3022,3235,2748,3079,2861,8333,4263,4375,2068,622,3578,4452,1067,3816,13498,22018,1654,2886,7693,3892,5999,5314,4719,9147,7313,8746,5631,6822,7597,7136,2223,656,1287,6817,2169,1760,9796,11855,954,592,2558,5690,6184,3963,5927,2544,2214,2863,3147,2437,860,4431,4629,6575,774,5013,2126,3319,1954,2113,4377,782,2009,3400,3951,1501,5435,3914,3116,969,2181,3092,12857,514
274542,1823,3405,2741,3437,2734,5747,3433,2983,1414,589,3409,3368,827,1864,8656,17210,1106,1563,4839,2731,5680,5290,3793,6320,6531,6381,4821,3628,6034,5175,1589,433,908,4921,1759,1625,6303,8613,493,392,1918,4477,6205,4856,4352,2551,808,2186,2081,1951,916,3151,2674,4594,628,5602,1341,2226,1159,1788,2971,862,1081,2747,3380,1340,3458,2430,2153,634,1253,1548,10614,515
275645,1528,3427,2367,3604,2018,5556,3319,2984,1250,691,2720,3766,836,2345,7964,16743,1407,1726,5915,2767,4245,4838,3600,6844,7630,6829,3826,3949,5420,4222,1815,257,755,4189,1974,1795,7375,8723,416,323,2088,5136,6428,3367,3802,2502,991,2214,2179,2714,1134,3023,4184,3696,386,4382,1630,3478,1114,1380,2618,581,1456,2380,2932,1446,3605,1815,1824,530,2714,1931,10703,558
280739,2061,2251,2090,2990,2227,6072,2858,2959,938,513,3017,2709,755,2475,6616,15945,1089,1649,4331,2721,5351,3811,3334,5994,6520,5198,3871,3832,5483,4668,1713,507,862,5089,1359,1202,5377,8140,623,345,2009,3985,4785,2669,4058,2199,928,1834,1868,1428,597,2977,3400,4120,698,3716,1414,2309,1021,1295,2775,452,1443,2023,2620,1304,4529,2503,1772,532,1595,1715,11087,390
280941,2110,1811,2005,2804,2624,5956,4399,3175,1257,483,3131,3210,948,2972,7956,16371,977,2099,5034,3746,5791,5327,4293,6822,6896,5507,5050,3487,6864,5724,1710,503,755,5375,1958,1983,6783,11010,732,397,2175,4457,5605,4049,4249,2005,1412,1803,2176,1391,683,4096,4544,4560,373,4962,791,3406,1440,1349,3283,781,1411,2663,3210,1356,3412,3024,2074,636,1797,2120,11237,775
281135,2527,3349,2526,3169,3394,6811,4183,3660,1591,525,2959,3769,937,3110,10101,20576,2441,2081,6068,3201,7392,4755,4575,7791,8859,8976,4306,4478,8308,7444,2009,507,1036,7025,2117,1863,8152,11464,645,713,2120,5030,6743,3027,4516,2438,1291,2458,2892,2675,1049,3903,4770,5250,739,5129,1485,2834,1088,2476,4023,757,1609,3390,4028,1369,5021,3346,3232,774,2531,2592,12356,726
283543,1955,3014,2169,3301,1991,6929,3468,3111,1820,925,4033,2967,837,1975,12349,17892,1555,2158,5929,4093,6016,6167,3147,7724,8989,9022,6632,3355,6372,8745,1785,363,902,5529,2225,2085,7153,10456,455,271,2076,4393,6430,4310,3124,2475,991,1983,2383,1941,754,3303,4043,4660,634,5906,1813,2891,1238,1403,3888,764,1068,2990,3076,2021,4427,3077,2483,619,2862,2588,11163,603
