rh.aparc.a2009s.volume,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume
284646,2357,2470,2326,3233,3685,7396,3617,2721,1499,663,3355,4112,1567,3226,9572,20057,1309,1460,4373,2659,4408,5153,4068,7317,6797,6434,5495,4452,6946,6776,1544,666,1111,5367,1458,1536,6641,8802,550,275,2020,4816,4373,4382,3564,1898,1291,1489,2015,2011,795,5447,3905,4686,626,5484,1328,1736,1556,1503,2483,1096,1425,2827,4387,1262,3938,4433,1899,684,2096,2252,9530,593
285345,2129,3363,3592,3016,3504,5633,3092,2482,1495,541,1367,2994,927,2264,8512,16118,1513,1915,4536,1685,5541,4537,3832,5788,8943,6455,4197,4302,6444,6883,1465,448,766,6043,1517,1708,6525,9393,873,384,1996,3396,4889,2413,4277,2431,1001,1985,2019,1090,746,3113,3816,4030,541,4790,1186,1909,1078,1340,3630,659,1357,2261,1268,1356,3173,2134,1659,538,3301,1405,12640,513
285446,2286,2416,2135,3047,3077,6526,4232,3792,1109,558,3637,3892,1136,3976,8440,18462,1100,2368,4812,3730,5204,5722,4310,6445,7650,7665,4865,4511,7405,6265,1838,772,1037,5035,2354,1810,6906,9610,925,662,2191,5295,5986,5003,4321,1826,903,2167,2628,2579,1186,4330,5599,4803,900,4525,1862,2553,1065,1418,3513,960,1635,3025,3940,1259,4288,3369,2426,285,1666,2379,11616,421
286347,2382,3118,2193,3067,2853,6861,3432,3333,1575,481,3529,3845,836,3029,9634,16820,1273,1920,5356,3347,4192,5134,3535,7480,9454,6117,5573,3960,6624,7674,2432,630,1240,7477,2224,1556,6753,11127,834,291,2293,4910,6129,4250,4652,2216,1074,2188,2824,1813,868,4035,3712,4728,531,6412,1154,3021,1079,1395,3717,899,1284,2679,4178,1421,4055,2610,1590,460,2160,1831,12387,549
286650,2244,3606,2739,3359,3583,6887,4393,3182,1801,682,3340,3597,1010,4011,12160,18955,1099,2778,6505,3446,3659,4758,3654,6549,9145,7078,5938,4061,8586,8619,2128,560,1297,6385,2081,2371,9262,10823,867,559,2590,6083,6177,2894,4230,2591,867,2176,2702,2251,1162,3698,4258,5251,280,6946,1057,3034,1441,2891,3004,518,1586,2757,3594,1787,4076,3605,2702,1236,3130,2282,12159,575
287248,2135,2863,2301,3404,3952,7417,3564,2788,1590,659,3371,3380,837,3179,8822,19518,1384,2302,7135,3907,6329,5176,4960,6292,7199,7790,5042,4846,7233,6481,1570,777,1338,6081,1434,1895,7230,9155,640,467,2337,5482,5281,4135,4230,2056,978,2652,1944,2079,551,3458,5075,5643,1226,5137,2313,3104,784,2272,3875,478,1233,2307,3337,1607,6024,2771,2533,800,2164,2139,10558,558
289555,1607,2059,1912,2365,1673,4556,2435,2281,1043,574,2781,2747,813,1814,7255,13377,758,1388,4505,2734,3701,3813,3247,6075,5252,5366,3324,2702,4463,4222,1724,497,679,5068,1379,1384,3968,7741,653,182,2027,3960,4986,2809,2902,1889,953,1878,1773,1031,692,2747,2626,3808,278,4875,1643,1902,1034,931,3042,632,1145,2046,3019,1112,2677,2116,1508,230,1706,1561,8717,362
290136,1896,3219,1643,2529,2956,7033,3086,3004,1660,694,3426,3943,717,3204,8846,17030,1439,1595,6268,2866,3639,4947,3257,6929,5813,6023,3975,3232,6784,5675,1497,848,977,5473,1904,1473,7859,10251,602,529,2079,4948,5042,3301,4578,2139,1030,2208,1973,1525,938,4202,5332,4780,895,6349,1958,2305,1291,1697,3163,760,1489,3034,4394,1505,2758,2607,2947,510,2176,2127,13215,632
293748,1820,1998,2009,2449,1972,5316,3075,2567,1139,687,3324,2538,879,2511,8702,14801,1318,1673,3670,2427,4402,4068,3271,5937,6588,4810,3889,3188,5487,4838,1604,538,1014,4377,1253,1249,5266,7652,480,275,1984,3092,5174,2690,3725,1580,939,2092,1829,1486,435,3324,2877,3782,377,4674,884,1986,1166,1493,2160,758,1289,2618,3027,1156,2492,1828,1996,448,1786,958,8442,355
295146,2189,2359,1838,3244,2470,6183,3339,3222,1886,779,2493,4047,1210,1921,11210,16432,1209,1910,4655,3115,5047,4631,3193,7102,6382,6045,4057,4107,6019,5627,1645,445,1029,5802,1499,1757,6418,7676,480,291,2241,4030,5232,2626,3724,1956,1058,2091,2134,1583,874,4588,3938,4479,385,4944,1056,2766,807,1583,3284,562,1368,3328,2962,1994,4173,2874,1733,600,2333,1388,8850,463
297655,1860,1912,2096,2190,1851,5150,2741,2318,1262,431,1935,2623,985,1649,8095,14511,991,1315,3670,2063,3397,2989,3444,6304,7278,5879,3364,3401,6194,4746,1486,212,832,5250,1055,1527,6023,7404,632,258,1897,3275,4817,2035,4244,1580,891,1835,1839,1577,554,2342,3306,4396,639,5106,788,1763,1002,845,2527,499,1344,2305,2392,1247,3196,2299,2257,511,1903,1361,9276,492
298051,2015,2068,2063,2711,2808,6631,3443,3759,2290,712,3928,3259,751,3073,11035,16816,1287,2487,5736,3502,5955,5980,3620,7428,7333,7410,5742,4264,6672,7292,1728,749,727,5033,1927,1452,7821,10273,559,298,1825,5631,6832,3481,3940,2263,1429,1875,2152,2118,886,3862,3743,5202,1382,5926,1696,2362,1343,2211,3820,680,1497,3018,3894,2517,4617,2657,2329,889,2780,2639,11860,566
298455,2260,2338,2970,2946,2601,6704,3696,3106,1636,804,3213,3367,1094,3115,9592,18917,1554,1975,4514,3238,4908,4511,4778,6949,8004,5738,4771,4348,7496,6503,1795,539,983,5462,1657,1873,8775,7472,796,287,2193,4471,6074,3599,4693,2326,1303,2384,2057,2187,654,4407,5214,5547,573,5917,1335,2455,991,1643,3232,913,1610,3117,3018,1638,3400,3265,2182,500,1714,2850,9925,504
299154,2425,2214,3066,3488,3481,7939,3720,3703,1856,595,4057,4278,1236,3853,10472,19799,1423,2239,4218,3827,5619,4876,4516,7881,9753,6851,5139,4880,6983,6879,2139,394,1563,6620,2284,3115,9373,9866,783,473,2777,4806,6829,4010,4068,3005,1090,2130,2969,2483,901,3359,3426,5741,542,5557,1639,1939,1538,1945,3068,626,1700,3247,4627,1672,4611,3070,2821,849,1981,2463,11184,601
299760,1888,3874,2800,3213,2440,6940,3027,3370,1741,632,2435,4185,884,2962,11254,16966,1440,2026,5334,2665,7108,5370,3761,5882,7101,6706,3874,2911,4415,5038,1448,682,1000,5705,1362,1622,5617,10197,694,516,1821,3587,5232,3929,3155,2510,1053,2255,2394,1088,933,3449,3241,7442,1252,4873,1218,2626,1706,1864,3792,793,1484,2391,3090,1619,3377,5057,2795,722,1482,1746,11292,475
300618,1896,2869,2602,3968,2650,6311,3252,3358,1457,969,3119,4103,1173,2795,9287,19525,1582,2073,6668,2196,5506,4743,5141,7282,6869,7459,4763,4523,6219,7228,1914,750,995,6547,2831,2037,6092,8748,722,400,2247,6031,5559,3364,4453,2014,1197,2146,2727,1994,1019,3791,3509,4626,1021,5385,2379,2468,958,1072,4258,802,1580,2895,3993,1322,2981,3015,1936,778,2926,1591,12630,526
300719,2406,3239,2046,2779,3503,8282,3790,3269,1262,897,4313,3304,968,3126,11266,19071,1057,2221,4964,4172,6033,5428,3901,7361,8106,8025,4895,3468,6038,7562,1966,876,1008,5740,2433,1736,6416,9749,1210,568,2260,5065,5874,5299,4488,2260,1157,2260,2746,2083,1093,3136,4218,5484,648,5382,1922,2434,1013,1650,3128,426,1509,2891,2979,1415,3353,3206,2901,860,2082,1987,12028,421
303119,2329,2392,2358,2594,2924,5998,3254,3089,1584,593,2623,3454,669,3127,13797,17437,1021,1738,4816,3220,4596,3859,2649,6335,8017,7938,4770,4345,6958,6336,1659,842,984,5498,1615,2365,7413,8752,703,390,2065,4672,4986,3267,4219,1793,1164,1837,2472,2260,735,3454,4298,6201,719,5224,880,2420,1407,1332,3230,717,1396,2603,3352,1239,3947,2506,2531,313,3103,2123,9709,506
303624,2553,3922,2959,4212,2491,7723,3965,3348,2130,782,3825,3596,802,3002,12866,21935,1479,1858,5431,3330,6996,6533,3895,8700,8249,8433,6427,5161,7595,9174,2231,777,1000,5989,2004,2102,7912,10136,576,319,2632,6433,5348,4230,5018,3211,946,2155,2451,2477,736,3759,4545,7305,1504,5265,1587,2652,1308,2297,3058,672,1691,3525,4717,1935,3970,3202,2366,707,3468,1280,13844,729
304020,2167,2799,3805,3261,2665,7319,3415,4631,1965,681,3429,3461,804,3063,10003,20081,1388,2954,5149,3744,5795,5647,5294,7961,7900,7316,5820,4566,8584,6615,2273,813,1182,6603,1555,1878,8398,9258,899,452,2085,4310,6340,3741,5947,2392,1391,2546,2389,2241,749,3823,3566,6054,611,6231,1716,1972,2097,2236,3444,916,1608,3503,4565,2118,4066,2455,3285,518,2210,3237,13723,494
304727,2047,2771,2651,3147,2321,6072,3038,3352,1427,732,3258,3421,1655,2790,9512,18396,1057,2098,5896,3961,4053,5126,3726,6624,7170,5761,4802,4041,6001,5867,1547,407,1010,5938,1649,1633,5006,8388,789,399,2439,5054,5217,4299,3878,2109,1064,2129,2227,1834,758,4526,3841,4959,419,4969,1959,2578,1396,1934,3027,712,1207,2560,3312,2069,2638,3367,2711,795,2389,2040,9742,515
305830,2050,2325,2324,2833,2175,5633,3691,2520,1163,623,2532,3117,757,2641,7632,15414,1396,1781,4199,2710,5371,5185,2720,6527,6709,6401,4200,3180,6237,5407,1773,171,714,5769,2032,1296,6737,8264,937,341,1780,3483,5105,3621,4068,2202,1007,1850,2092,1592,794,3156,3883,4321,935,5000,1057,2226,1217,1814,2386,826,1242,2693,2803,1787,3323,1912,2191,460,1881,1614,11558,428
307127,2634,2821,2516,2801,2652,5849,3725,3337,1882,760,4054,3674,822,3566,10671,21422,1240,2445,5860,3169,5725,4477,3940,6885,6320,7459,4974,4456,7577,5129,1598,542,920,5470,1694,1178,6352,9633,605,361,1917,5100,5932,3202,4744,2666,974,2039,2172,1611,1083,4091,3433,5536,931,4838,1718,2564,856,1680,3449,536,1560,3169,3897,2252,4696,2937,2589,232,2103,2247,11744,410
308129,3059,3462,2654,3642,4718,8579,3802,4144,2335,851,3313,4113,1497,4182,13532,23340,1581,2054,5108,3869,6421,4307,2766,8066,8284,6739,5513,4131,7672,7502,2015,343,1492,7861,2845,1586,9818,10000,1126,526,2447,4814,6290,4172,4312,2863,1903,2512,2658,2323,989,4452,4334,6042,929,6446,1060,3328,1279,1774,3893,1205,878,3487,3044,2541,4482,4558,3749,1664,3286,2247,11809,826
308331,2395,1739,2105,3467,2915,6085,3270,3786,1874,777,3171,3491,865,2996,10304,18159,1414,2059,6047,3307,6445,5873,4632,7465,9381,9229,4653,4490,7628,5874,1873,434,1095,6103,1178,1471,9055,10506,809,351,2245,5574,5455,3163,4322,2005,983,2611,2270,2762,354,3770,3943,5101,1363,5392,1586,3153,1147,2241,3630,895,1637,2496,3883,1780,3786,2867,2677,1008,2516,2550,11729,614
309636,2304,3612,2223,3082,3571,6034,3149,3237,1883,712,3453,3696,873,3398,9530,19435,1312,2066,5135,3483,4661,5811,4086,7032,6556,6774,4523,3819,7231,5912,1498,517,831,4721,1973,1441,6107,12053,842,286,1817,4376,6418,4008,4579,2618,1381,2359,2474,1680,1280,4230,2859,4653,780,5578,1538,2760,2142,1594,3857,864,1325,3077,3196,1882,4350,2836,3050,402,1694,2434,12108,552
310621,1915,1879,2206,2994,2462,5700,3599,3213,1748,738,3515,3753,1030,2604,11791,17250,1159,2155,5346,3536,5779,5497,3561,7323,5699,7400,5282,3642,6438,6424,1710,581,1458,4613,2026,1709,8186,10673,648,444,2271,4399,6288,4695,3718,1871,1259,2504,2416,1969,787,3507,3746,5821,821,6205,1950,3024,985,1676,3767,760,1421,2779,3343,1813,3989,2716,2210,803,2065,2386,10116,450
311320,2143,2343,1977,2709,2213,5383,3157,2611,1456,587,2510,3148,527,2980,10135,17078,1276,1874,4711,3076,4855,4971,3322,6365,6215,6386,5114,3254,6575,6925,1715,332,625,5965,1811,1550,6437,9612,601,492,2162,4109,4753,3009,3421,1865,879,1611,2113,1279,565,3081,3852,4472,888,5580,1146,2357,1366,1316,2882,499,1288,2755,3348,1356,3716,2570,2032,356,2656,1880,10675,429
314225,1729,2832,2115,4140,2380,5305,3258,2685,1562,749,3432,3170,844,2617,9552,17470,1215,1876,5153,2741,4197,5768,4152,6865,6862,5916,5130,3123,6063,5780,1499,919,1346,5876,1976,1525,7832,8497,793,295,2210,4672,4693,3846,4216,1960,984,2148,2507,1926,897,3306,2922,5513,498,4322,1750,2134,1284,1529,2883,753,1282,2856,3151,1467,3253,3365,1589,468,2086,1993,11691,461
316633,1946,2834,2358,2200,2012,5714,3174,2868,1379,594,2858,3343,936,2904,11065,16927,1532,2111,5131,2817,6401,5256,3219,7293,6426,6099,4273,3165,6104,5124,1495,521,730,4779,1880,1387,7346,7589,866,428,1873,3682,5877,3265,3941,2085,1227,2139,2241,1157,872,4003,3261,3681,409,4722,1120,2121,1320,2155,3640,607,1416,2983,2806,1526,3389,2710,1158,441,1937,2053,10847,462
316835,2332,2448,2413,2548,2290,5811,3151,3071,895,447,1814,2854,1245,2063,9388,15267,968,1889,5370,3206,4011,5537,3756,6762,5915,5722,4427,3525,5583,5908,1441,432,860,4683,1454,1268,5848,7736,682,352,2090,4436,5038,3338,3647,3234,1137,1993,1851,1353,624,3392,3655,4281,922,4125,1125,2056,1259,1343,3115,801,1087,2951,2160,1514,3857,2371,1486,427,3207,2192,9868,551
317332,2238,2795,1937,3477,3001,5171,3459,3031,1688,605,3173,4944,924,3190,12086,18326,1143,2229,5278,4305,4681,6810,3045,5936,6073,5572,4601,4634,7246,6698,1501,467,1002,5381,1561,1652,5277,10359,583,360,2111,6121,5235,4134,4668,1709,787,1999,2044,1626,1291,3412,3677,5750,1159,4382,1787,2751,1998,1355,3077,506,1508,2775,3152,2036,4957,2607,2350,684,2427,2328,11522,468
318637,2778,2983,2472,2795,2925,7782,3637,3394,1615,612,3623,3571,974,2654,10876,17653,1380,2281,5908,3173,4170,6346,5842,7892,7215,8901,6074,4379,7174,7512,2281,509,833,6818,1691,2271,8683,10111,514,485,2282,5868,5781,4264,4029,2180,1182,2166,2575,2340,1150,5144,3708,5526,1357,5696,2077,2026,1647,1460,3558,982,1561,3142,4470,1707,4604,3062,2409,617,2557,2213,11666,623
320826,2302,2523,2238,2715,2314,6348,2992,3120,1346,713,2961,3163,812,2875,10494,20260,1110,1663,5408,2500,7288,4915,4284,7042,6874,5048,5423,3130,6050,5843,1921,664,906,5879,1707,1463,6860,7740,473,470,2049,4064,6022,2924,4163,2307,1051,1763,2311,1555,902,3309,3996,5476,768,5347,1852,1773,1600,1806,4291,643,1315,3078,3108,1445,3596,2068,2328,614,2063,2214,10985,392
321323,1553,2694,2161,2748,1575,5879,3403,2806,1352,375,3395,3520,1175,2664,8166,16377,1345,1897,4930,2561,4264,4951,3857,6475,8045,6111,3510,3225,5731,5467,1714,546,1097,4952,1817,2022,7971,7124,746,427,2155,4290,5490,3026,3582,2603,1037,1865,2164,2271,686,4079,3862,4866,712,5227,1490,2149,1350,1347,3084,1069,1125,2345,2532,1304,3010,2734,2125,572,2346,1886,9997,598
322224,1492,1794,2026,2400,1918,4264,2462,2221,1212,422,1915,2964,740,1670,9662,14291,1287,1013,3615,1983,3162,3041,3393,5711,6796,5682,3771,3569,5919,4607,1707,237,778,4960,1152,1153,6875,7360,380,224,1623,2939,4868,1892,4405,1450,1016,1951,1884,1634,423,3223,3127,3605,420,4873,1160,2057,1071,1116,2624,714,1284,2152,2492,1001,2768,2681,1556,511,2107,1746,8662,486
325129,2327,3925,2552,3369,2597,7946,3387,3422,1403,542,3842,4016,1732,3320,10425,22769,1917,3353,5557,3053,7293,5490,4958,7990,8452,8090,5374,5346,7422,6684,1987,256,1006,6664,2639,2570,9637,11046,772,458,2139,4783,6433,3948,5375,2433,1828,2778,2445,2954,1009,3999,4941,5703,631,5627,1969,1814,2097,2190,3644,1028,1548,2796,4273,2412,3714,3540,1814,674,2751,2497,13328,578
329440,2613,3736,2741,3008,3373,8039,3764,3276,1453,852,3842,4354,1095,2048,12738,19070,1781,2366,6366,3921,4037,5338,4884,8370,9021,6928,5423,4349,8011,6752,1998,1135,1257,5868,2056,1999,9462,9183,780,419,2358,5136,6255,3620,4282,2912,1221,2350,2677,3353,770,4525,4301,5490,1067,6245,1853,2790,1920,2001,3590,800,1602,3201,3440,1537,4908,3699,3534,905,2332,3847,13186,596
329844,2102,2037,2329,3107,2312,6193,3353,3326,1536,524,3342,3446,700,2360,11085,16588,1080,1746,4562,2905,6415,4833,4242,7276,7239,5898,3718,3984,6329,4905,2198,932,923,6199,1410,2007,7045,7387,528,363,2662,4769,3940,3637,4026,2106,917,2595,2063,2064,508,3903,4378,5726,957,4327,1103,2609,1304,2123,3299,794,1610,3039,4035,1520,2969,3061,2351,542,2010,2024,11697,483
330324,1874,3372,2091,2711,2149,5116,3190,2583,1980,709,3979,3697,835,3744,9687,17329,1309,2199,7067,3351,5519,5022,3599,7588,6994,7193,5028,3378,6511,7181,1478,514,1038,5290,2383,2047,7978,9085,1078,646,2446,4778,5551,3771,3908,2221,1283,2261,2405,1589,629,3531,3106,4305,895,4876,1893,2818,1291,2011,3584,611,1350,3031,3514,1753,3759,3225,2304,431,2388,2177,9514,434
333330,1486,2262,2439,2298,2377,5468,3488,2864,1637,464,2839,2682,877,1804,9748,14371,1154,1474,4716,3391,3934,4216,4487,6774,7927,5972,4603,3615,5329,6295,1584,529,657,4705,1434,1168,7430,6377,562,407,2100,3585,5741,2800,4149,2018,1074,1824,1947,1871,1027,3172,3629,4532,782,4980,952,2349,1139,1915,2670,810,1398,2630,3530,1592,3688,2977,1539,359,2409,2374,9201,711
334635,2172,2613,2493,2605,2835,6251,3650,3150,1574,652,2439,2838,859,2139,9026,14694,1053,1566,5183,2796,4061,5644,3746,6278,6262,6089,5825,3934,5939,7025,1845,457,762,4417,2055,1690,7249,7844,483,325,2253,3602,5107,4145,4161,1867,894,1531,1737,1749,812,3282,3957,4490,460,5757,1322,2076,934,1449,2701,795,1292,2416,3092,1582,4116,2601,2268,651,2256,1981,10311,441
336841,2249,3086,2564,3153,2808,6560,3358,3146,1472,571,3477,3330,1078,3429,12061,18088,1043,2412,5155,3455,5609,4392,4263,6424,11634,6718,5191,4425,8084,6665,1720,431,909,5586,1672,1876,6295,9395,576,344,2183,5461,5410,3602,4832,2338,941,2079,2687,2267,1192,4850,4107,5017,787,6145,1252,2878,1073,1984,3513,840,1288,3042,3902,1347,3864,3220,2921,551,1702,1843,12356,510
339847,2518,3155,3030,2624,2736,5844,3344,2947,1447,592,3282,3231,728,2959,8973,16636,1079,2211,6086,2797,5559,5226,3531,6408,7691,6138,4723,4186,7016,6113,1822,395,943,5312,1554,1654,7133,7298,969,353,2026,4032,5648,3347,4238,2185,1071,2138,2458,2109,586,3059,5547,4629,246,5370,1868,2563,1238,1575,3384,366,1536,2331,3397,1521,3456,2648,1845,715,2112,1685,9636,535
341834,2801,3320,2694,4103,4353,8593,4788,4433,2310,790,4204,5226,1199,3959,14367,20550,1569,2447,6650,4321,6633,7008,6777,7143,8918,8126,5877,4700,7495,7503,2195,1001,1396,7712,2053,2067,6687,9869,864,683,2640,4887,6765,5654,4632,2332,968,2643,2651,2609,1211,4612,6250,7233,1641,6618,1713,3346,585,1473,4307,537,1738,3521,4523,1907,4700,4476,1821,886,2203,1482,12031,655
342129,1905,2920,2260,3135,2906,5859,3989,3630,1559,490,3262,3820,1217,3261,12153,19972,1277,2395,5049,2692,5475,5221,4478,7285,10532,8011,6285,4108,6289,6595,1691,490,717,6279,2076,2255,7967,9913,503,311,2315,4464,3612,3308,4219,3136,1537,2341,2277,1851,602,4877,4272,4701,1082,5049,1548,1976,1125,2306,3867,987,1337,2995,4452,1446,3589,3375,2576,564,1502,2950,11905,430
346137,2558,2534,2382,3071,2813,6358,3260,2635,1520,821,4614,2379,1232,2704,10065,19174,1279,1953,5251,3407,5993,6717,4849,7214,5541,6733,5017,3936,7436,6015,1774,601,703,4400,1398,1527,7666,9683,733,441,2040,4321,6754,4149,4783,2102,1006,2340,2286,2001,750,4392,4260,5536,447,4442,2139,2851,1637,1687,3303,859,1317,3188,4432,1413,5136,2490,3118,817,3417,2265,9177,661
346945,1955,2694,2147,3608,2074,6124,3173,2943,1723,579,2996,3724,1131,2345,10026,17919,1513,1966,4893,2665,4982,3884,3915,6982,7682,6188,4851,3167,6152,5522,2237,543,885,4072,1907,1489,6779,8637,478,396,1939,3733,5631,3312,3872,2381,1147,2219,3083,2337,905,3473,3151,4640,365,4755,1023,2372,1393,1026,3131,441,1385,2562,3406,2009,3163,2881,1743,398,1934,2308,8541,475
348545,1866,2674,2239,3464,2187,5807,3010,2717,1252,845,3392,3120,1286,1835,10126,16458,1347,1789,6325,2941,4252,5002,3860,6666,6767,5213,4166,3945,6977,5426,1642,193,666,4930,1051,1659,7500,7578,621,270,1901,4494,5674,4234,4235,1813,1260,1674,2502,1780,790,2732,2879,4518,467,4849,1889,1984,2023,1556,3000,633,1435,2755,3196,1292,3474,3031,1974,439,1672,2733,10871,448
349244,1529,2543,2944,3593,2540,6697,3509,3446,1215,826,3863,3700,1072,2843,10080,17619,1465,2275,6490,3557,6191,5378,4055,6509,8162,6864,5132,3876,7260,6117,2059,354,1010,6128,1808,1542,7528,10714,884,520,1996,5389,5895,4326,4375,2394,897,2471,2715,1767,800,3160,4234,4252,708,5933,1779,2062,1433,1603,2638,912,1436,2291,3623,1563,4454,2968,2253,277,2436,2551,12124,693
350330,2171,2390,1743,2796,2253,5427,3108,3139,1737,775,2835,3807,1030,2831,9772,15760,1184,1881,4358,2870,5184,3682,3584,7533,6810,7049,5510,4080,6309,6206,1520,148,1307,5776,1926,1465,7161,9221,629,472,2187,3891,6007,2911,4316,1686,1230,2117,2266,1794,938,4127,3239,4360,621,5440,1405,2248,1404,1569,3651,739,1297,2627,3540,1578,3768,2380,2060,608,2374,2073,10964,512
351938,2438,3516,2446,3207,2693,6110,3321,2537,1314,645,3151,3468,722,1620,10944,17734,1506,1590,6103,3483,6226,6653,4018,6653,7661,7440,4313,3585,6025,7150,1413,471,979,5310,1546,1739,8102,10069,578,258,2180,4386,7053,4714,4048,1994,1297,2592,2101,2324,402,3089,4014,3821,901,5140,1656,2729,1353,2079,4023,663,1181,2620,4222,1401,4303,3138,1670,235,2338,2091,10186,539
352132,2753,3000,2721,4076,3814,8202,3280,3333,1696,822,3564,4264,1013,2077,11484,17672,1223,2667,5486,3947,4751,5580,3634,8542,8305,8608,5125,5456,7877,7252,1861,479,897,5944,1484,1777,7722,10816,609,536,2252,4901,7216,4345,5185,2239,1111,2308,2344,1640,969,3524,5055,5990,983,5346,1706,3207,1831,1551,3786,760,1488,3146,3984,1645,3768,4252,2493,708,2041,2446,10697,694
352738,2834,3548,2808,3511,2816,7269,3497,3393,1662,948,4764,3889,1010,2456,12601,21479,1447,2067,6488,3206,3820,4409,4654,7568,5804,5765,4999,4175,7931,5629,1585,1250,971,5045,1459,2425,8940,10314,761,284,2319,4692,5780,4703,4893,2814,1444,2303,2305,1635,666,4933,5180,5618,504,5725,1763,2270,1143,1896,3169,942,1614,3555,4340,1691,2751,3374,3103,510,3105,2471,9731,447
353740,2242,3777,2830,2979,3051,8138,3924,4148,1735,625,4606,4408,1377,4046,11435,20743,1332,2128,7227,3608,4818,5758,4492,7650,7524,7531,5738,4748,8516,7482,1990,619,874,7621,2875,1786,9128,8714,943,453,2250,5495,6163,4197,4853,2797,1471,2915,2802,1993,697,3408,4195,5406,1187,5913,2236,2456,1238,2293,3689,1108,1669,3065,5060,1662,4059,3040,3510,792,2211,2074,13401,524
355239,2421,2425,2686,2825,2772,6316,3843,3484,2079,608,2824,4154,1055,3640,10334,17719,1260,1274,4419,3898,5617,5346,3625,6688,9250,6803,5568,2762,7320,6817,2076,367,672,5381,1716,1659,8763,10096,821,352,2666,3981,6087,3603,3705,2119,1104,1971,2511,2213,854,3603,3444,5146,1031,6211,1729,2167,742,1719,3372,913,1627,2772,2497,1447,3952,3929,2984,1022,2277,2257,12692,362
355542,2233,3187,2785,3331,3138,6905,3700,3115,1576,671,3418,3805,921,3349,9904,19091,1287,2222,5488,3107,3860,4713,5050,7251,10068,6989,5284,4447,7577,6251,1928,448,1251,5411,2095,2102,7493,8217,473,348,2226,3919,5125,2720,5015,2001,1208,1973,2254,2268,1115,3791,4496,4995,379,5843,1561,2126,1339,1263,3488,1028,1228,2798,3450,1638,2784,3144,2605,1545,2442,2020,11252,514
355845,1671,2639,2162,2566,2061,4700,2583,2380,1018,583,3038,2698,1003,2011,7721,15689,887,1653,3934,3427,4174,5495,3521,5302,5877,4623,4747,3127,5988,5989,1441,466,855,4559,1766,1582,6035,6495,586,388,2145,4096,5430,3812,3867,1671,865,1577,1734,1819,570,3354,4311,4068,597,4246,1523,1835,633,1407,2559,542,1056,2385,3094,1782,2589,3144,2224,479,1733,1272,9138,519
356948,2543,2839,2681,3865,3158,6414,3803,3434,1691,516,3526,3958,836,2832,11147,19090,1122,1780,5573,3273,3621,5183,3370,7180,7894,5522,4878,3888,7113,6638,1428,371,1248,5336,1350,1918,8020,9170,662,545,2422,4997,5922,3380,4322,2365,968,2095,2509,2461,1270,3898,3742,5154,360,5769,1412,3194,773,1817,3745,725,1072,3093,4498,1509,3518,3883,2226,487,2069,2269,10368,599
